velocity,mean_velocity,std_velocity,max_velocity,min_velocity
-0.74101174,-0.6991945,0.122701064,-0.46825522,-0.98017687
-0.8092555,-0.70054513,0.12352288,-0.46825522,-0.98017687
-0.786076,-0.7003507,0.123359226,-0.46825522,-0.98017687
-0.65028137,-0.6995239,0.122919634,-0.46825522,-0.98017687
-0.5682043,-0.69921106,0.123064436,-0.46825522,-0.98017687
-0.5114702,-0.7005155,0.122010015,-0.46825522,-0.98017687
-0.5559745,-0.703658,0.11908899,-0.46825522,-0.98017687
-0.6412761,-0.70727354,0.11728093,-0.46825522,-0.98017687
-0.78528225,-0.7109118,0.11799648,-0.46825522,-0.98017687
-0.83199877,-0.7115513,0.11848343,-0.46825522,-0.98017687
-0.8703947,-0.70964587,0.11729117,-0.46825522,-0.98017687
-0.84728533,-0.705264,0.115279205,-0.46825522,-0.98017687
-0.78277695,-0.69990385,0.11478069,-0.46825522,-0.98017687
-0.65135396,-0.6958471,0.11536295,-0.46825522,-0.98017687
-0.5577937,-0.6960961,0.11528006,-0.46825522,-0.98017687
-0.46825522,-0.70002174,0.113836594,-0.46825522,-0.98017687
-0.51338595,-0.7080547,0.111342326,-0.47760236,-0.98017687
-0.6507389,-0.7153775,0.11033407,-0.47760236,-0.98017687
-0.7534464,-0.71794283,0.11029244,-0.47760236,-0.98017687
-0.90649647,-0.71622664,0.11039418,-0.47760236,-0.98017687
-0.98017687,-0.7087519,0.10990973,-0.47760236,-0.98017687
-0.9292864,-0.69952285,0.106036566,-0.47760236,-0.9292864
-0.836867,-0.6916832,0.10321228,-0.47760236,-0.8795244
-0.7125889,-0.6877655,0.10132757,-0.47760236,-0.8795244
-0.62955433,-0.6883013,0.10152804,-0.47760236,-0.8795244
-0.64966,-0.6909043,0.10165683,-0.47760236,-0.8795244
-0.69604,-0.69236666,0.101578884,-0.47760236,-0.8795244
-0.766714,-0.69059724,0.10226776,-0.47760236,-0.8795244
-0.77213764,-0.68561804,0.10447729,-0.47760236,-0.8795244
-0.7264399,-0.68049103,0.10637833,-0.47760236,-0.8795244
-0.6160787,-0.678403,0.10648049,-0.47760236,-0.8795244
-0.48365396,-0.6804795,0.106256954,-0.47760236,-0.8795244
-0.47760236,-0.6877622,0.10498834,-0.47760236,-0.8795244
-0.5712583,-0.6950289,0.102740675,-0.5157881,-0.8795244
-0.666385,-0.6992057,0.101865426,-0.5157881,-0.8795244
-0.79340655,-0.6999895,0.10176058,-0.5157881,-0.8795244
-0.7981603,-0.6982463,0.100888185,-0.5157881,-0.8795244
-0.79316443,-0.6977105,0.10042622,-0.5157881,-0.8795244
-0.70302045,-0.69889814,0.10188856,-0.5157881,-0.8795244
-0.5960418,-0.7019087,0.10416421,-0.5157881,-0.8795244
-0.5886923,-0.7062485,0.10418327,-0.5157881,-0.8795244
