velocity,mean_velocity,std_velocity,max_velocity,min_velocity
-0.66836697,-0.68723243,0.09103695,-0.4958775,-0.8573391
-0.78996533,-0.68851095,0.091211766,-0.4958775,-0.8573391
-0.75610113,-0.6866785,0.0900683,-0.4958775,-0.8573391
-0.6151206,-0.6843889,0.089728884,-0.4958775,-0.8573391
-0.5072725,-0.683769,0.09031045,-0.4958775,-0.8573391
-0.4958775,-0.6857912,0.08742159,-0.4958775,-0.8573391
-0.5448975,-0.68991697,0.083123595,-0.5403031,-0.8573391
-0.6813731,-0.69474554,0.08155677,-0.5403031,-0.8573391
-0.7766053,-0.69678557,0.082467385,-0.5403031,-0.8573391
-0.7727922,-0.69550014,0.08171062,-0.5403031,-0.8573391
-0.7314083,-0.69232446,0.08173049,-0.5403031,-0.8573391
-0.678619,-0.6890736,0.08332817,-0.5403031,-0.8573391
-0.6576029,-0.6875303,0.08421735,-0.5403031,-0.8573391
-0.68063885,-0.6884874,0.08414368,-0.5403031,-0.8573391
-0.7596008,-0.69137084,0.08626873,-0.5403031,-0.8573391
-0.8573391,-0.6925976,0.087655336,-0.5403031,-0.8573391
-0.8464671,-0.6917228,0.086213134,-0.5403031,-0.8464671
-0.74387974,-0.68929297,0.08348652,-0.5403031,-0.8280718
-0.64628476,-0.68903244,0.08333597,-0.5403031,-0.8280718
-0.62922245,-0.6909098,0.08340912,-0.5403031,-0.8280718
-0.66306573,-0.693967,0.083891965,-0.5403031,-0.8280718
-0.7104264,-0.69528246,0.083912775,-0.5403031,-0.8280718
-0.821655,-0.69403154,0.084143564,-0.5403031,-0.8280718
-0.7890484,-0.6879352,0.085703954,-0.51683813,-0.8280718
-0.7262171,-0.6823099,0.088080116,-0.5077881,-0.8280718
-0.59750444,-0.6788797,0.08962955,-0.5077881,-0.8280718
